user,location,text,sentiment,probability
CiudadanoCompr2,España,"twmention ademas, importante concienciar a la poblacion y un transporte publico mas habitual con limitacion de afo… twurl",Positivo,84
juancbaruja,,twhashtag  para la cñia cerro leon de twhashtag aprox.  personas de esta comunidad seran beneficiad… twurl,Positivo,86
Alejopais,,twmention mira que buena idea!! twhashtag twhashtag twhashtag twhashtag twurl,Positivo,96
Ro_Samanta,"Córdoba, Argentina",detesto a los machistas. twhashtag,Positivo,81
SimonJCCor,"Guerrero, México","son simples merolicos en crisis de credibilidad que sentian ser los dueños de la economia, la moral y la ""transpare… twurl",Positivo,50
SecPrensaSV,El Salvador,twhashtag || el gobierno del presidente twmention recibio esta tarde en el aeropuerto internacional de el salvador… twurl,Positivo,94
BDSMadrid,Madrid,israel cierra la clinica donde se realizaban tests para detectar twhashtag en jerusalen este. hacemos un llamamiento… twurl,Positivo,86
lasillarota,"México, Distrito Federal",. twmention pide espacios dignos en reclusorios ante twhashtag estas son las condiciones en las que viven los inter… twurl,Positivo,88
susanagarant,Madrid,para protocolo el que tengo cuando llego a casa despues de trabajar en el hospital#covid twhashtag twhashtag twhashtag twhashtag,Positivo,88
AntonioJVilela,En la Ciudad de la Furia,"twhashtag &gt; es posible que deban mantenerse ciertas medidas de distanciamiento social hasta , porque al levantar… twurl",Positivo,74
CampuAraya,canaliando  ,contagiados ya que en las twhashtag trabaja gente de todo twhashtag siguen viajando en aviones buses hacia… twurl,Positivo,85
senafrontpanama,República de Panamá,"con la finalidad de mantener informada a la ciudadania, nos acompaño en el programa ""fronterizo en tu comunidad en… twurl",Positivo,75
jonasattilus,"New Jersey, USA",perdimos otros  new jerseyanos ayer debido a complicaciones relacionadas con twhashtag hemos perdido a … twurl,Positivo,79
EdwardMuay,,"no soy de subir esto, pero esta 👌🏾 twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twurl",Positivo,90
hoyuelacarlos,Barcelona,"twmention entrevistando al pintor (o sabio, segun como se mire) antonio lopez en el twmention :-¿saldremos… twurl",Positivo,84
mizlesalas,Venezuela,no soy fans de twmention pero si apoyo su enfado con twmention y todo el caos que ha provocado la pandemia del… twurl,Positivo,92
llsfleursdumal,Ciudad de México.,"tras la situacion de la pandemia, el fragua  no pudo imprimirse.pero aca se puede leer de forma digital. pa quie… twurl",Positivo,51
NavarricoE,,la crisis del  twhashtag va a mostrar la mezquindad de muchos. twurl,Positivo,58
DIFGobPue,"Centro Histórico, Puebla","con el apoyo alimentario del programa twhashtag la familia de doña teodora flores, radicada en san miguel esp… twurl",Positivo,92
BlogDelRegio,México,el titular de twmention twmention dijo que el segmento de edad con mayor numero de contagios en el estado es… twurl,Positivo,90
PepeClavijoA,Venezuela,twmention parece que ayuda contra el twhashtag es gas del bueno..,Positivo,93
Ladymoniquecoco,Spain,twurl evangelicos que arrasan latinoamerica. son un autentico cancer para estas sociedad… twurl,Positivo,82
Luar5901,,"twhashtag demuestra que es potencia para tumbar gobiernos legitimos, robar recursos naturales e imponer su voluntad por l… twurl",Positivo,76
EvidenciaCorona,Argentina,"the economist: ""la tasa de fatalidad resultante es de .%, similar a la de la gripe estacional. dicha cifra es inc… twurl",Positivo,72
Tinkle_ES,Barcelona. Madrid. Spain,toca recuperar el twhashtag del / con la seleccion de noticias mas destacadas sobre el estado de alarma po… twurl,Positivo,88
reaccioninfo_,"Mazatlán, Sinaloa","es oficial, por twhashtag twhashtag cancela su edicion  twurl",Positivo,93
Jazzcinthya,,twhashtag  ellas conversaciones diversas: a quien creer twurl twmention twhashtag twurl,Positivo,95
OceanOc79107409,,🇨🇦¿le resulta dificil hacer frente durante twhashtag el portal de apoyo de salud mental y uso de sustancias de well… twurl,Positivo,71
Alejand54710058,,por favor! !!#covid twurl,Positivo,84
EddieVargas_SV,,"el twhashtag provocara afectaciones a la salud mental; provocada por confinamientos, noticias, escasez financiera, de… twurl",Positivo,79
MaikaSpain,Altetico Madrid,twhashtag twhashtag  la politica de estos con cjn masculina.que feminismo oye! twurl,Positivo,89
MintrabAysen,"Lillo 120, Coyhaique",🎙ahora: seremi twmention conversa con eduardo en twhashtag de twmention sobre la nueva ley… twurl,Positivo,95
OvandyCamilo,Republica Dominicana,bueno.. que dice usted?dentro de poco habra que darle cedulas para que voten._#mequedoencasa… twurl,Positivo,72
DLPEspana,España,todos sabemos lo poco fiable que es la palabra de pedro sanchez. pero hay mas de . muertos por twhashtag y los… twurl,Positivo,82
oromartv,Manta - Manabí - Ecuador,twhashtag | en medio del confinamiento por el twhashtag bomberos llevaron un poco de alegria a los hogares de familias… twurl,Positivo,84
Trinidad_cc,"Madrid, España","seguimos con este aplauso diario, porque esta batalla se gana con la constancia,  cada uno desde su puesto, "" somos… twurl",Positivo,85
nataliauci16,,ahora || la twmention un enjambre de jovenes y menos jovenes cumpliendo con nuestro deber. twhashtag 💯% cone… twurl,Positivo,88
diariodeburgos,"Burgos, España",". twmention twmention y twmention critican la ""deslealtad"" del twmention sobre el homenaje… twurl",Positivo,93
jesushernandeze,...y más vueltas,segun el twmention la respuesta a la pregunta del twhashtag “respecto a las medidas que se han adoptado en españa para comb… twurl,Positivo,76
Invasorpress,Cuba,"hoy, de los  confirmados,  no tenian fuente de infeccion precisa; ayer fueron , antes de ayer … el numero si… twurl",Positivo,82
teleamazonasec,"Quito, Ecuador",twhashtag | te compartimos algunos datos sobre el virus que ha causado la twhashtag twurl,Positivo,86
ladocarmo,Punta del Este,twhashtag maldonado suma el caso  de twhashtag mas en twurl (@fmgenteradio twmention ),Positivo,88
sagaluz,"Madrid, España",twhashtag 📹#video asi suenan las campanas de la catedral de twhashtag un año despues de su devastador incendio. l… twurl,Positivo,88
YABTs,Washington DC,¡la fecha se acerca! 🗓 participa en el mega hangout latinoamericano organizado por twmention para compartir informaci… twurl,Positivo,87
alvaroifr,Behind the scenes.,"es util una airfryer? pienso que con un rociador de aceite y el horno bien caliente es suficiente, pero estoy abier… twurl",Positivo,86
CESAP_AC,Venezuela,twhashtag | ante la situacion de emergencia sanitaria que actualmente vivimos a causa del twhashtag es necesario con… twurl,Positivo,84
esprimero1,España,twmention twmention una vendida a las subvenciones del gobierno no tiene capacidad intelectual para ofender. simple… twurl,Positivo,83
CUCosta,"Puerto Vallarta, Jalisco, MX",¿estas usando bien el cubrebocas? colocartelo y retirarlo de forma adecuada evitara riesgos de contagio por… twurl,Positivo,79
DatosCoronavir1,,del  al ::brasil🇧🇷-.:canada🇨🇦-.:paises bajos🇳🇱-.:suiza🇨🇭-.:rusia🇷🇺-.… twurl,Positivo,71
asieranzo,Madrid-Bilbao,mejores noticias.. el gobierno pondra en marcha el ingreso minimo vital a partir de mayo. la medida la trabajaran… twurl,Positivo,73
1330am,Asunción-Paraguay,"twmention  en 📞 daniel fernandez, analista uruguayo radicado en chile  conversando con twmention y… twurl",Positivo,89
NlCovid,,los casos confirmados de twhashtag en twhashtag estan en:#cdmx-#tamaulipas-#coahuila-#cienegadeflores-… twurl,Positivo,84
_xavy_,"Neuquén, Argentina",twhashtag lanzo (en eeuu) stickers para twhashtag con las que usuarios puedan pedirles productos a domicilio o compra… twurl,Positivo,85
DPdelinterior,Villa Mercedes (San Luis),twhashtag twhashtag 🇦🇷 twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
MorelosCongreso,Cuernavaca Morelos,el dip. twmention presidente de la comision de salud del twmention reitero el llamado a quedarse en c… twurl,Positivo,92
NataliaVerdad,"Valencia, España",ya estan casi listas las mascarillas que ha encargado españa para el twhashtag por fin !! gracias twurl,Positivo,94
tiobati,,bonito homenaje al bueno de antonio.. twhashtag y cuida de nosotros desde ahi arriba twhashtag twhashtag twurl,Positivo,95
EvaJimenez841,"Girona, Catalunya",trump congela los fondos a la oms. twhashtag,Positivo,72
maquiflu,Rgua - Stgo,para toda la gente de viña!!aprovechemos los recursos mantengamonos informados y consultemos ante las dudas… twurl,Positivo,76
MoisesManzanoM,Cataluña - España - Europa,twmention coño pablo leo el principio de tu twhashtag hasta llegar a los  ..(puntos suspensivos). y lo primero… twurl,Positivo,91
ivanpantic1980,,importantes reflexiones de twmention sobre algo que vendra en breve: la recuperacion de los que han sobrevivido a l… twurl,Positivo,88
Rapboy24,PR,twhashtag  trayectoria 🙆🏼‍♂️🦠⚠️💰 twhashtag twhashtag twhashtag twurl,Positivo,92
Eretz48,R.O.U,equipos de cientificos de todas partes del mundo llegan a twhashtag ante la posibilidad de que el twhashtag infecte a… twurl,Positivo,88
PsoeBadajozCEP,"Badajoz, España","⏩un ,% de la ciudadania respalda las medidas adoptadas por el gobierno para frenar la crisis del twhashtag twurl",Negativo,50
Reichel_zgz,"Zaragoza, España",pues eso twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,92
jusapolsantiago,"Santiago de Compostela, España",twmention twmention twmention twmention twmention twmention twmention twmention twmention twmention twurl,Positivo,93
byFoodtopia,Spain,"el coronavirus es una oportunidad para el cambio social, un indicador del fracaso del capitalismo, un punto de infl… twurl",Positivo,74
marieladerechos,Venezuela,"señores un tornillo no se atornilla solo, necesita que lo ayuden lo sostengan y le den vueltas y eso toma tiempo y… twurl",Positivo,79
Cheryl_AT,"Tijuana, BC, México",para quienes viven y/o trabajan en twhashtag el condado de san diego lanzo una plataforma que da seguimiento a cas… twurl,Positivo,83
alanasociados,,sobre la situacion en los establecimientos penitenciarios durante la emergencia por el twhashtag  twhashtag twurl,Positivo,88
Andreacientodos,Zaragoza ,"twmention basandonos en que antes de todo esto estabamos en periodo de recesion economica, y que en estos momentos… twurl",Positivo,79
PadreMiguelTuc,Ciudad Autónoma de Buenos Aire,la twmention informo que dos sacerdotes fallecieron debido al coronavirus twhashtag son los primeros presbite… twurl,Positivo,90
Veronic21128303,,mira twmention como leestan tirando a twhashtag que no actuo rapido con la twhashtag twhashtag y le llamo un twhashtag twurl,Positivo,94
DaabonOrganics,Colombia,"twhashtag recorriendo el departamento, brindando la principal herramienta de proteccion para afr… twurl",Positivo,84
CamilaMuslera1,Venezuela,"twmention todo muela! tienen que trabajar por un mejor sistema electoral, con mejor tecnologia.… twurl",Positivo,95
AGiraudG,Maracay,y que dice de los bajones electricos que se vienen sucediendo todas las tardes en twhashtag que dañan nuestros  elec… twurl,Positivo,79
JoseUso,"Valencia, Spain","jose uso top story: twmention '✅ un ,% de la ciudadania respalda las medidas adoptadas por el gobierno para frenar… twurl",Positivo,80
CruzRojaMislata,"Mislata, España",gracias a estiu por donarnos una gran variedad de alimentos congelados para un buen menu a familias en dificultad e… twurl,Positivo,96
teleSUR_Cuba,La Habana,video: cuba implementa medidas para el sector bancario ante la pandemia twurl twhashtag twhashtag,Positivo,85
jlcasal,Madrid / NYC / Betanzos,"los paises estan utilizando twhashtag y redes de datos para vigilar la twhashtag y ya que estamos, a sus ciudadano… twurl",Positivo,83
Bienestar_Pue,,llama el gobernador twmention a hacer equipo ya que el  por ciento de los casos de twhashtag se atienden a trave… twurl,Positivo,88
caracusmx,Mexico City,diputados urgieron a twhashtag concentrarse en atender la twhashtag por twhashtag y dejar a un lado sus proyectos politi… twurl,Positivo,89
proceso,México,aunque el pan rechazo en su momento el planteamiento de andres manuel twmention a los partidos de entregar la… twurl,Positivo,80
NTRGuadalajara,"Guadalajara, Jalisco","la organizacion internacional para las migraciones, hizo un llamado para obtener  mdd, para llevar acciones a … twurl",Positivo,73
TUDNMEX,México,hay contagiados por coronavirus entre los chargers#nfl | twhashtag | twhashtag,Positivo,85
diario1_sv,El Salvador,farmacos usados para pena de muerte pueden salvar a pacientes con twhashtag twurl twurl,Positivo,74
Planoinforma,"San Luis Potosí, México",ya suman  los establecimientos comerciales que han sido clausurados por no atender las medidas de prevencion sani… twurl,Positivo,71
santiagopinzong,Colombia,"el impacto, el poder que puede generar invertir en la twhashtag por efecto del twhashtag via twmention twurl",Positivo,85
Hispantv,Teherán,moscu y damasco piden a la comunidad internacional que aumente la presion sobre washington para levantar las sancio… twurl,Positivo,67
MirandaZorita,Pinar del Río ,"twhashtag twhashtag twhashtag twhashtag desde casa, universitarios pinareños continuan el estudio individual… twurl",Positivo,91
MaikaSpain,Altetico Madrid,twhashtag twhashtag radical su palbra favor.. twurl,Positivo,91
joseluismolina5,Mexico,mapa para cada uno de los municipios de mexico con casos de covid- twhashtag twhashtag twhashtag twurl,Positivo,91
Analisis71,,twmention que lastima que los usuarios que tienen hipoteca con este banco no tengan forma de ayudarlos ante la… twurl,Positivo,76
CamiloL06048705,,twmention en tiempo de crisis de quien sera este negocito?..calle  mas de  pendones.quien controla estos contr… twurl,Positivo,70
DrDMunguiaTorax,Ciudad de México,cuida tu salud ante el twhashtag dr. daniel munguia cirujano toracico  ced. twhashtag twurl,Positivo,86
robertogarcia_h,México,para informacion acerca de twhashtag por twhashtag consulta a andf asociacion nacional de directores de funerarias a.c.,Positivo,82
DREAMPERRYDARK,"Carmen, Campeche","en tiempo de cuarentena, asi se encuentra el santuario de los delfines twhashtag twhashtag twhashtag twurl",Positivo,93
YoHagoFotos,Andaluz,me dan mas miedo mis vecinos que el twhashtag,Positivo,58
BlogDelRegio,México,"⚠️#ultimahora: la twmention informo que se registran ya  casos positivos de coronavirus en el estado,  confirm… twurl",Positivo,83
Analisis71,,twmention que lastima que los usuarios que tienen hipoteca con este banco no tengan forma de ayudarlos ante la… twurl,Positivo,76
CanalCaribeCuba,Cuba,twhashtag 📺 | la twmention  actualiza su estrategia para detener la pandemia de la twhashtag que hasta la fecha s… twurl,Positivo,92
MissFontalba,"Milán, Lombardía","no quiero que regresemos a la normalidad, quiero que regresemos  siendo mejores.. twhashtag twhashtag twhashtag twurl",Positivo,94
HRegionalMalaga,"Málaga, España",nuestros profesionales de salud mental e twmention aplican la telemedicina contra el deterioro cognitivo y el aislamie… twurl,Positivo,84
gorka_orive,"Vitoria-Gasteiz, (Spain)","kizzmekia corbett, cientifica lider del instituto nacional de salud sugiere que podria haber vacuna frente a la… twurl",Positivo,63
mental_poise,"Planetario Lindavista, Gustavo",el combustible de tu ansiedad son tus pensamientos catastroficos 🤔 ¿la estas alimentando?… twurl,Positivo,78
martorelloffice,"Miami, FL",¿tiene una empresa en los twhashtag ?conozca los detalles de la ayuda federal de la sba que estan otorgando… twurl,Positivo,84
BadyrBojalil,"Puebla, México","este  de abril, da inicio el programa especial del twmention para apoyar a los trabajadores que resulten afectad… twurl",Positivo,88
hugochinchilla,Quédate en casa,hay muchas plataformas que tienen acceso gratuito durante esta crisis por el twhashtag ¿en que estas aprovechando tu tiempo?,Positivo,65
jctigua,,luego que viene .. twhashtag en las twhashtag de twhashtag 🖼😷?  twhashtag twhashtag twhashtag twurl,Positivo,92
ContraReplicaMX,Mexico,"debido a la pandemia por twhashtag que mantiene a la gente al interior de sus hogares, la tumba del idolo de mexico… twurl",Positivo,84
BernardoValdes,,ahora es cuando. no mas twhashtag adios twhashtag twhashtag twurl,Positivo,92
Callejontertuli,"Caracas, Venezuela",¿conoces a alguien con twhashtag positivo?,Positivo,85
andresjim91,"País Vasco, España",twmention si tenemos suerte impacta y el problema principal de la humanidad deja de ser el twhashtag,Positivo,68
Andriduck,,"me entro la teoria de conspiracion.  no sera que en vez de hacer un hospital en  dias en china, no estaban haciend… twurl",Positivo,77
LaGazzettaDF,Ciudad de México,recorte de fondos de ee.uu. a la oms podria calificarse como crimen twhashtag twurl twurl,Positivo,77
cubacooperaveNE,Nueva Esparta,"brigada medica cubana en nueva esparta: todos juntos para combatir el coronavirus, pesquisa para la prevencion y co… twurl",Positivo,85
Cicpc444,Avenida Urdaneta.,"|con la conciencia de nuestro pueblo y la accion efectiva de la union civico, militar y policial, se lograra corta… twurl",Positivo,77
Anittahdez,San Sebastian,gracias a dios aun hay esperanza en la humanidad ! mi prima es sanitaria en el  de octubre y una vecina le ha dej… twurl,Positivo,85
ChalecosAmarill,,"🗞🆘️🆘️🆘️ twhashtag internacional ☣🛑en medio de la pandemia, twhashtag 🇺🇸 ha autorizado deportaciones expres de cientos… twurl",Positivo,85
armandosparty,Mexico,twmention gracias 👏🏼👏🏼👏🏼 twhashtag twhashtag twhashtag twhashtag,Positivo,97
NOTICIEROS7,"San Luis Potosí, MX",twhashtag el sat permitira generar o actualizar la contraseña en tu celular#covid twmention,Positivo,85
lachicadelmarr_,,una noche mas de abril recorriendo tus infinitos caminos que no van a ningun sitio.. twurl..… twurl,Positivo,88
jmonvac,Extremadura,"twmention twmention pe rio dis mo  en el especial.sin manipular, nombrando ausencias, carencias, recuerdos, pero s… twurl",Positivo,90
euribem,Santander,"ahora que este gobierno sochavista ha perdido los apoyos de los indepes y  nacionalistas, sanchez se acuerda del pp… twurl",Positivo,52
TeiPrograma,,📝pildoras psicoeducativas para el confinamiento -posibles problemas del sueño durante el confinamiento y pautas de… twurl,Positivo,68
sorehmur,,volver a trabajar tras twhashtag la media sean  dias para no contagiar.quiza con un test negativo disminuy… twurl,Positivo,85
H2deMayo,"Lima, Peru","con gran alegria en nuestros ❤️ dimos el alta medica a don valerio, paciente con twhashtag que se encontraba hospita… twurl",Positivo,91
DialogosoaxacaO,"Oaxaca de Juárez, Oaxaca",personal del h. c. de twmention realizo la limpieza y sanitizacion del hospital civil; acciones que reafirma… twurl,Positivo,84
JucilBadajoz,,twmention mismo trabajo diferentes derechos y retribuciones.donde esta la igualdad ?#jucilsuma💚🇪🇸#covid… twurl,Positivo,89
cansaina,"Gijón, España","de esta patochada de telediario de twmention de hoy,solo se salvan las palabras del pintor antonio lopez,tristemente ma… twurl",Positivo,84
airdmedia,República Dominicana,representados por nuestro presidente twmention participamos en un encuentro presidido porjose ramon peralta twmention twurl,Positivo,93
Ejercito_GT,,twhashtag | twhashtag a traves de cuarta brigada de infanteria apoya al twmention y twhashtag en la implementa… twurl,Positivo,94
mislenireina,"Sancti Spíritus, Cuba",se han visitado mas de  viviendas de todas las comunidades de twhashtag elemento vital para la prevenc… twurl,Positivo,85
DePenitencia,"Sevilla, España",( twhashtag filial de sevilla de nuestra señora del mar suspende la salida procesional de nuestra señ… twurl,Positivo,86
Diango90310904,Cuba,esta es la mejor vacuna contra la twhashtag tu cumples con estas reglas y estas a salvo porque recuerda… twurl,Positivo,92
Grushenkakarama,España,"dice la constitucion española art.  apart. “la forma politica del estado español es la monarquia parlamentaria"",… twurl",Positivo,67
NancyMastro,Venezuela,twhashtag twhashtag extensiones de google chrome roban las claves de las wallets de criptomoneda… twurl,Positivo,85
TungurahuaCJ,Ambato - Ecuador,"🗣️gracias al aporte de nuestros equipos tecnicos, twmention brinda el soporte psicologico y de trabajo social a… twurl",Positivo,95
Quadratin_Jal,"Guadalajara, Jalisco, México","twhashtag | operativo 'salvando vidas' arriesga a conductores al contagio de twhashtag señalan. las ""toritas"" no… twurl",Positivo,87
salomondlaselva,Lagos y Volcanes,"twmention twmention camilo la twmention a faltado mucho a su mayor donante que son ustedes, el pueblo de… twurl",Positivo,91
mestrate,,mena after twhashtag twmention twmention —-&gt;  april  twurl,Positivo,93
galiciapress,"Santiago de Compostela, España",(video) superar el coronavirus con patologias y en la tercera edad es posible: una centenaria de santiago es el eje… twurl,Positivo,79
Despuesdecuare1,Where ever you are¡,musica/music:trap nation acaba de lanzar su nuevo mix :twurl twhashtag twurl,Positivo,93
oficial_bot,,"se desploma la la figura presidencial ante el pueblo, malas decisiones, actitudes mañosas y tercas de… twurl",Positivo,63
lasillarota,"México, Distrito Federal",twhashtag asi puedes denunciar si eres victima de discriminacion por twhashtag en la twhashtag twhashtag twurl,Positivo,90
FifarmaLatam,,enterese de los cuidados y las recomendaciones por la twmention que lo ayudaran en la cuarentena para evitar s… twurl,Positivo,82
moploslagos,Puerto Montt,"ahora 👉🏼 seremi twmention sostiene video conferencia con servicios gubernamentales y la academia, para analiza… twurl",Positivo,83
Callejontertuli,"Caracas, Venezuela",twurl twhashtag twhashtag twhashtag es de requerir de forma urgente tu apoyo… twurl,Positivo,95
YoSebasOsorio,"Bogotá, Colombia",las twhashtag afiliadas a twmention informan que entregaran  millones  mil elementos de proteccion a trabaja… twurl,Positivo,86
tiofilosme,Kanasin city ,"twlaugh cuanta razon, pero ahora miedo solo a los medios que existen para desinformar actualmente, esos de queberian… twurl",Positivo,62
hispanopost,"Caracas, Venezuela","📹  conoce a jorge martinez, un niño mexicano que fabrica mascaras protectoras y las dona a los medicos via… twurl",Positivo,71
corralmunar,Palma (IB),"los psiquiatras, que vayan haciendo ejercicios de calentamiento. twhashtag twhashtag twhashtag twurl",Positivo,90
Juliof_Artillo,"Comunidad Valenciana, España","para vencer una enfermedad, se empieza por un buen diagnostico. españa esta gravemente enferma de estulticia y ruin… twurl",Positivo,79
Nelson_nica,"Panama City, Panama","pasado el twhashtag regresar la humanidad a la tierra sera clave para las relaciones sociales, profesionales y perso… twurl",Positivo,85
Bienestar_Pue,,"twhashtag | en caso de que presentes sintomas 🤒🤧 o hayas estado en contacto con alguien que tenga twhashtag 👑 🦠,es ne… twurl",Positivo,83
LaQuintaValpo,"Valparaíso, Chile","trabajadores del tradicional cinzano de valparaiso protestan por no pago de sueldos y cotizaciones impagas, por lo… twurl",Positivo,64
contraloriamich,Benito Juarez 127 Morelia,ante la contingencia sanitaria provocada por el twhashtag quedate en casa el mayor tiempo posible y evita exponerte… twurl,Positivo,86
BibliotecaHUVN,Granada,twhashtag web con recursos sobre twhashtag de la biblioteca del twhashtag con enlaces  directos a publ… twurl,Positivo,90
manuelernestopr,Puerto Rico,"“yo necesito el task force. segundo rodriguez tiene mi apoyo”. reaccion del sec. twmention lorenzo gonzalez, qu… twurl",Positivo,91
xandercamara,"Granada, Spain",twhashtag twhashtag el trafico en epoca de coronavirus.. twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
Essal_Ayuda,Regiones Los Rios y Los Lagos,compartenos tu numero de cuenta y telefono celular al correo essal_ayuda@essal.cl asi te enviaremos un mensaje de… twurl,Positivo,79
RedMasNoticias,Colombia,"twhashtag | el centro policlinico del olaya, representado por el abogado francisco bernate, interpuso una denuncia… twurl",Positivo,76
telediario,Ciudad de México,🔴 twhashtag colocan cintas de precaucion en el parque pushkin como medida preventiva ante la contingenci… twurl,Positivo,84
gzmanpelao,,politica mundial genocida twhashtag twurl,Positivo,87
Santamambisa,La Habana,twmention suspende financiamiento a la twmention en medio de la pandemia twhashtag twurl,Positivo,92
_icarlita_,,mis cuatros estados en cuarentena. twhashtag twhashtag twurl,Positivo,92
cov1911,,hugo monroy ministro de salud publica y asistencia social de twhashtag dijo que twhashtag se habia convertido… twurl,Positivo,70
Per_ElJurista,,reclusos de la picota se declaran en huelga de hambre indefinida twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,86
jsconsultor,España - Extremadura - Badajoz,como plan para despues del confinamiento tras el twhashtag os propongo visitar la twhashtag mas grande de twhashtag en… twurl,Positivo,88
luckyalfred,,"el movilero de twmention en el@programa de mauro, relata el viaje de un airbus a china como si fuera el desembarco de… twurl",Positivo,82
lamula,,"twhashtag twhashtag en su comunicado, el minsa indico que al  de abril se han procesado muestras para  person… twurl",Positivo,88
wef_es,,como reconstruir mejor despues de twhashtag twmention twurl,Positivo,97
ecotalvora,Caracas - Venezuela,cifras oficiales de twhashtag en twhashtag al abr: . casos confirmados y . fallecidos.. sorprende la cant… twurl,Positivo,79
abyssum_,"Alicante, España",desde luego que estos temas son un balsamo cerebral con tanto bombardeo de twhashtag 👇🏻😌👇🏻#thehum… twurl,Positivo,87
info_opinion,"Guadalajara, Jalisco","¡miren, seguro la twhashtag viene a anunciar las medidas con las que va a apoyar a los mexicanos durante la contingencia… twurl",Positivo,84
ConnectasOrg,América,twhashtag hoy dia la isla acumula  casos de twhashtag una de las poblaciones mas vulnerables son los habitantes de c… twurl,Positivo,92
Voladorhuellero,Santo Domingo Ecuador,twhashtag  a quien se beneficio mientras la gente moria.. twhashtag twhashtag twhashtag twurl,Positivo,90
deespgamlp,Bolivia,el twhashtag es una manera esencial para disminuir la propagacion del twhashtag en el municipio; y es u… twurl,Positivo,90
JgEcuador,Portoviejo-Manabi-Ecuador,"manabi  casos  fallecidos,montecristi  casosecuador . casos,tambien reporta  fallecidos y otros  f… twurl",Positivo,62
sonoraazul1,,gestion oportuna de twmention en la twhashtag quien demostro mas fuerza de gestion que la misma alcaldesa… twurl,Positivo,86
sergio04102002,"Badalona, España","quedate en casa, quieres? twhashtag twhashtag",Positivo,90
LaChioFranco,Distrito Federal,"excelente video! twhashtag protegerte es sumamente importante! aunque te recuerdo, si no tienes que salir… twurl",Positivo,81
kolectiVOZ,Ecuador,"para leer | ""no es la hora de los privados"". articulo de xavier lasso.leelo aqui 👉twurl… twurl",Positivo,84
dplatinoamerica,"Montevideo, Uruguay",¿podria caer twmention por la crisis del twhashtag escribe twmention 🇧🇷 👉 twurl twurl,Positivo,85
LaRazon_Bolivia,La Paz - Bolivia,dan el alta medica al primer paciente por twhashtag en twhashtag twurl,Positivo,89
SantanderCuba,,"continuaremos en esta batalla, el pueblo de twhashtag enfrenta la twhashtag es importante crecer el autoconsumo y produ… twurl",Positivo,89
leprincelorang1,Martinique🇲🇶 Antilles,twhashtag debemos aceptar que el ser humano es alguien que flota insensible a twhashtag twhashtag twurl,Positivo,91
TlalpanConscien,Tlalpan D.F.,asi avanza el twhashtag en las twhashtag de la twhashtag twurl,Positivo,93
nuevospapeles,Argentina,empresa de trump despide a  empleados de hotel y golf en miami twurl twhashtag twhashtag 🇺🇸 twurl,Positivo,90
OmarAlfonsoPR,Puerto Rico,"el distanciamiento fisico debera implementarse de manera intermitente hasta el , ya que podria haber resurgimie… twurl",Positivo,74
PsiVillaverde,"Madrid, Spain",os animo a probar la terapia online. igual que estamos viendo en redes como se dedica un espacio a la actividad fis… twurl,Positivo,79
fran_mena,"Santiago, Chile",sres. twmention  ¿hay antecedentes o instructivos ante manejo de pacientes fallecidos por twhashtag ?varios al… twurl,Positivo,88
Analisis71,,"twmention que pena que los usuarios que tienen deuda en tarjeta, este banco les dice que tienen que pagar, solo… twurl",Negativo,69
leobardorj,Puebla,⚡️ la tarde de ayer se publico el decreto por el cual el uso de cubrebocas en espacios publicos en todo el estado de… twurl,Positivo,69
diariobasta,,"la jefa de gobierno, claudia sheinbaum, manifesto la importancia de que los habitantes de la zmvm se mantengan en c… twurl",Positivo,72
Ciezaenlared,,se mantiene la cifra de infectados por twhashtag en twhashtag twurl twurl,Positivo,91
PdPagina,México,"twhashtag | “las familias dependen de las remesas y eso nos tiene muy preocupados"" dice esteban estevez, mig… twurl",Positivo,73
Resonanciaok,"Puebla, México",🚨📢|estas personas recibiran el apoyo de twhashtag del twhashtag por twhashtag twurl twurl,Positivo,96
LaNocheNTN24,,"twhashtag en twmention | brasil hoy tiene . personas contagiadas, con . muertos por el twhashtag |… twurl",Positivo,93
felocarril,"Santiago, Chile",tasa de examenes pcr positivos de twhashtag el dia / por region (fuente twurl .ant… twurl,Positivo,89
ReporteraDaisy,"Victoria, Tamaulipas",twmention twmention twmention twmention twmention twmention twmention twurl,Positivo,93
fran_mena,"Santiago, Chile",sr. twmention  ¿hay antecedentes o instructivos ante manejo de pacientes fallecidos por twhashtag ?varios alumnos… twurl,Positivo,87
paularuiz87,,twmention no quiero otro ico! quiero que permitais aplazar las cuotas del que ya tengo. y no quiero hablarlo… twurl,Positivo,91
jonasattilus,"New Jersey, USA","actualizacion: estamos reportando , casos positivos adicionales de twhashtag un total de , new jerseyanos… twurl",Positivo,80
charlesalcalde,Madrid,este articulo le ha costado el puesto a twmention hay que compartirlo mas y retuitearlo. twhashtag twurl,Positivo,94
cruzrojadelhgo,"Pachuca, Hgo. ",enfermeras y enfermeros de cruz roja mexicana cuentan con las debidas medidas de prevencion para atender con eficac… twurl,Positivo,76
